Gene,Essential,Essentiality Standard Deviation,Essentiality P-value,Essentiality Classification,Mean(Log10(Fluconazole/DMSO frequency)) in Gene Body,P value of Mean Fold Change in Gene Body Compared to Intergenic Inserts,Mean(Log10(Fluconazole/DMSO frequency)) in 5' 300 bases,P value of Mean Fold Change in 5' 300 bases Compared to Intergenic Inserts,Insert sites in Gene Body,Insert sites in 300 bases to 5' of ATG,In Madhani Deletion Collection,Human Ortholog
CNAG_07401,0.047091,0.013949795,1.08E-151,NESS,0.128701945,0.39787225,0.179851911,0.2933635,2,6,TRUE,FALSE
CNAG_07402,3.00E-06,1.71E-05,0,NESS,0.069141903,0.003160615,-0.36913983,0.169498977,152,5,TRUE,FALSE
CNAG_07404,0.001194,0.001420757,4.91E-254,NESS,0.118891678,0.272965059,0.110201513,0.201374623,7,12,TRUE,FALSE
CNAG_07405,5.00E-06,2.19E-05,0,NESS,-0.037418029,0.80397475,-0.120503688,0.013593688,46,55,TRUE,FALSE
CNAG_07412,0.001668,0.001643345,9.76E-248,NESS,-0.051513356,0.959208329,0.170815066,0.400176641,6,6,TRUE,FALSE
CNAG_07414,0,0,0,NESS,-0.283226217,3.41E-05,-0.124673812,0.085571945,45,30,TRUE,FALSE
CNAG_07415,2.00E-06,1.41E-05,0,NESS,-0.089405027,0.143828836,-0.101611157,0.133396593,59,50,TRUE,FALSE
CNAG_07417,0.000509,0.000571564,3.03E-293,NESS,-0.21615444,0.00632948,-0.01777097,0.732246605,23,8,TRUE,FALSE
CNAG_07419,1.90E-05,4.65E-05,0,NESS,0.062692882,0.218449561,0.057537695,0.267614041,32,26,TRUE,FALSE
CNAG_07422,0,0,0,NESS,-0.046193169,0.653460608,0.031901526,0.586568336,50,14,TRUE,FALSE
CNAG_07423,5.00E-06,2.19E-05,0,NESS,-0.196976087,0.037507017,0.004847421,0.314974499,22,46,TRUE,FALSE
CNAG_07425,4.00E-05,6.96E-05,0,NESS,0.101449608,0.070746178,0.02097035,0.780680475,26,26,TRUE,FALSE
CNAG_07430,0,0,0,NESS,0.430144418,2.66E-14,0.482670792,3.14E-09,63,25,TRUE,FALSE
CNAG_07432,8.00E-06,3.07E-05,0,NESS,-0.074577726,0.16851616,0.073669396,0.137759943,98,8,TRUE,FALSE
CNAG_07433,9.00E-06,2.88E-05,0,NESS,-0.11866771,0.001525873,-0.136401109,0.085383017,130,28,TRUE,FALSE
CNAG_07438,2.70E-05,5.48E-05,0,NESS,-0.354187683,0.003434503,-0.169570622,0.048211428,12,33,TRUE,FALSE
CNAG_07442,7.00E-06,2.56E-05,0,NESS,-0.623820086,6.21E-12,0.119742937,0.013029403,29,41,TRUE,FALSE
CNAG_07444,0.000134,0.00017765,0,NESS,-0.053860143,0.6438941,0.025726679,0.978979151,28,5,TRUE,FALSE
CNAG_07448,0,0,0,NESS,-0.026387347,0.598049698,0.03314069,0.642227589,93,4,TRUE,FALSE
CNAG_07449,0,0,0,NESS,-0.112079705,0.110948068,-0.033094272,0.788514262,39,6,TRUE,FALSE
CNAG_07450,0.068407,0.024678569,3.85E-125,NESS,0.177510649,0.25388889,-0.091727512,0.418011094,6,23,TRUE,FALSE
CNAG_07454,4.10E-05,7.40E-05,0,NESS,-0.077882912,0.543058863,-0.007993271,0.679557423,11,25,TRUE,FALSE
CNAG_07455,0.00015,0.000185592,0,NESS,-0.09869182,0.202201783,-0.156509024,0.243201648,34,17,TRUE,FALSE
CNAG_07457,0.039423,0.020015872,6.55E-137,NESS,-0.50098993,0.022697469,-0.068788636,0.739579645,3,8,TRUE,FALSE
CNAG_07458,0.061751,0.01492649,2.26E-147,NESS,-0.099616602,0.791056472,-0.02601446,0.997257717,3,2,TRUE,FALSE
CNAG_07459,0.067829,0.017918617,6.28E-139,NESS,-0.049169219,NA,-0.118878729,NA,1,1,TRUE,FALSE
CNAG_07462,0.009553,0.006584547,2.23E-187,NESS,0.019537376,0.917490575,-0.162701007,0.736631931,6,3,TRUE,FALSE
CNAG_07464,0.019727,0.014454099,1.10E-152,NESS,0.138285679,0.212517798,-0.254410323,0.006117789,12,18,TRUE,FALSE
CNAG_07471,0.000119,0.000209229,0,NESS,0.132386521,0.029597649,-0.096358623,0.260227413,18,34,TRUE,FALSE
CNAG_07472,0.049265,0.019354567,2.00E-137,NESS,0.135398426,0.201625118,0.084995294,0.023309849,6,29,TRUE,FALSE
CNAG_07475,0.000401,0.00043843,1.18E-304,NESS,-0.078496195,0.278919457,-0.218823399,0.049026111,70,11,TRUE,FALSE
CNAG_07477,2.00E-06,1.41E-05,0,NESS,0.071718809,0.066773324,0.05859907,0.477123442,65,10,TRUE,FALSE
CNAG_07478,4.00E-06,1.97E-05,0,NESS,-0.091154444,0.341237924,0.160383653,0.238429872,23,10,TRUE,FALSE
CNAG_07479,1.00E-06,1.00E-05,0,NESS,-0.071548501,0.18238881,-0.014589416,0.651706763,95,8,TRUE,FALSE
CNAG_07480,0.00011,0.000205726,0,NESS,-0.090905818,0.28805076,0.234481339,0.849311305,24,2,TRUE,FALSE
CNAG_07481,0,0,0,NESS,0.098871156,0.030908204,0.020024091,0.565139104,46,30,TRUE,FALSE
CNAG_07482,5.50E-05,0.000101876,0,NESS,-0.090780908,0.197500399,-0.044707163,0.854336856,55,78,TRUE,FALSE
CNAG_07485,7.30E-05,0.000119642,0,NESS,-0.009411932,0.889751723,-0.179231486,0.046244236,29,22,TRUE,FALSE
CNAG_07486,0,0,0,NESS,0.006995594,0.788770836,0.053209141,0.236493976,63,40,TRUE,FALSE
CNAG_07489,0.000177,0.000169881,0,NESS,-0.187975172,0.036643357,0.060846675,0.773123552,26,18,TRUE,FALSE
CNAG_07498,0.001834,0.001402611,1.56E-254,NESS,-0.068401165,0.61463578,0.042048346,0.80843922,16,9,TRUE,FALSE
CNAG_07499,4.00E-06,1.97E-05,0,NESS,0.130087214,0.014065067,-0.288552024,0.01218203,41,12,TRUE,FALSE
CNAG_07507,0,0,0,NESS,-0.193305374,0.000617107,-0.284033419,0.000228881,76,31,TRUE,FALSE
CNAG_07512,0.001214,0.000696749,1.14E-284,NESS,-0.119519865,0.261779706,-0.014047114,0.572612062,14,55,TRUE,FALSE
CNAG_07515,0.000452,0.000454713,4.40E-303,NESS,0.040666246,0.483013661,0.00056752,0.530077591,45,32,TRUE,FALSE
CNAG_07516,0.0014,0.001410781,2.55E-254,NESS,-0.12618646,0.495519,-0.155041994,0.14368121,7,16,TRUE,FALSE
CNAG_07517,2.70E-05,6.01E-05,0,NESS,0.15333383,0.210635451,-0.080440466,0.330220488,12,29,TRUE,FALSE
CNAG_07520,2.00E-06,1.41E-05,0,NESS,-0.054006792,0.376042359,-0.009049339,0.986701233,113,14,TRUE,FALSE
CNAG_07521,3.60E-05,6.89E-05,0,NESS,-0.004509946,0.754964574,0.050622523,0.247333478,30,25,TRUE,FALSE
CNAG_07522,0,0,0,NESS,0.034945814,0.161606843,0.087478685,0.098897116,50,31,TRUE,FALSE
CNAG_07523,7.00E-06,2.93E-05,0,NESS,-0.043949784,0.986996106,-0.231113899,0.228650819,32,5,TRUE,FALSE
CNAG_07525,0.001094,0.001340347,1.50E-256,NESS,-0.259713949,0.047627653,-0.05866197,0.630092391,13,12,TRUE,FALSE
CNAG_07526,0.274412,0.067632211,1.20E-55,NESS,-0.053067406,0.647628865,0.064430147,0.032422534,7,45,TRUE,FALSE
CNAG_07538,0,0,0,NESS,0.050777196,0.276987773,0.027720751,0.561735387,53,31,TRUE,FALSE
CNAG_07540,0.000404,0.000313636,4.67603489849989e-319,NESS,-0.59169279,8.76E-06,-0.725720746,4.59E-06,25,13,TRUE,FALSE
CNAG_07542,0,0,0,NESS,-0.059747806,0.7019383,-0.08825624,0.113310582,46,60,TRUE,FALSE
CNAG_07544,0,0,0,NESS,-0.23925442,0.000868236,0.17426537,0.019302428,42,22,TRUE,FALSE
CNAG_07545,2.10E-05,4.78E-05,0,NESS,0.005695069,0.336090749,-0.009310907,0.742466874,57,55,TRUE,FALSE
CNAG_07554,0.893283,0.045378968,3.64E-95,ESS,0.466231488,0.077993555,0.067232358,0.287020483,3,35,TRUE,FALSE
CNAG_07555,0,0,0,NESS,-0.257867478,0.006225263,0.016910681,0.477567084,30,50,TRUE,FALSE
CNAG_07556,4.10E-05,7.40E-05,0,NESS,0.117224755,0.439224795,-0.143202695,0.094952842,11,18,TRUE,FALSE
CNAG_07557,0.000507,0.000504175,1.22E-298,NESS,-0.2093545,0.034263574,-0.037789251,0.644727999,19,51,TRUE,FALSE
CNAG_07559,1.20E-05,4.77E-05,0,NESS,-0.066414715,0.458035412,0.009293706,0.416786554,23,83,TRUE,FALSE
CNAG_07562,2.10E-05,5.56E-05,0,NESS,-0.006065449,0.501242496,0.005430159,0.442813111,48,48,TRUE,FALSE
CNAG_07567,0.830379,0.038471809,8.91E-95,ESS,-0.391545054,NA,0.044893659,0.581338355,1,13,TRUE,FALSE
CNAG_07576,9.20E-05,0.000133847,0,NESS,0.320329718,0.000574508,-0.161818592,0.133104,11,17,TRUE,FALSE
CNAG_07583,6.00E-06,2.78E-05,0,NESS,-0.094837372,0.308597991,0.096853609,0.05929702,28,28,TRUE,FALSE
CNAG_07587,0,0,0,NESS,-0.091727583,0.233613882,-0.06686366,0.241978551,36,59,TRUE,FALSE
CNAG_07588,0.00165,0.001559623,5.49E-250,NESS,0.061500874,0.503541882,0.240967807,0.00441769,12,16,TRUE,FALSE
CNAG_07589,1.00E-06,1.00E-05,0,NESS,-0.034773763,0.922505735,-0.057248281,0.86776689,44,23,TRUE,FALSE
CNAG_07592,0.001064,0.00131299,1.94E-257,NESS,0.058074056,0.477577144,0.181576502,0.017960998,24,17,TRUE,FALSE
CNAG_07593,0,0,0,NESS,-0.998765846,6.24E-52,-0.019282571,0.816817165,94,66,TRUE,FALSE
CNAG_07594,4.00E-06,1.97E-05,0,NESS,-0.133569322,0.096419152,-0.08424187,0.095888161,47,72,TRUE,FALSE
CNAG_07596,0.001055,0.000673207,3.68E-286,NESS,0.092581814,0.803478608,-0.24756377,0.34571726,13,2,TRUE,FALSE
CNAG_07600,1.70E-05,4.51E-05,0,NESS,-0.041638809,0.349402723,0.039605637,0.279992244,80,33,TRUE,FALSE
CNAG_07601,8.50E-05,0.000106719,0,NESS,-0.079222402,0.505745804,0.075088786,0.004591564,32,104,TRUE,FALSE
CNAG_07605,0,0,0,NESS,-0.00510127,0.716588755,0.007212149,0.492919836,46,33,TRUE,FALSE
CNAG_07607,2.00E-06,1.41E-05,0,NESS,-0.056547101,0.754400591,0.084862108,0.081082165,17,33,TRUE,FALSE
CNAG_07611,5.40E-05,8.22E-05,0,NESS,0.092859279,0.115905675,-0.23759013,0.048737387,18,12,TRUE,FALSE
CNAG_07618,1.00E-05,3.02E-05,0,NESS,-0.052144022,0.92796356,-0.366328324,0.004190345,39,9,TRUE,FALSE
CNAG_07619,4.00E-06,1.97E-05,0,NESS,-0.200592765,0.039424766,-0.184863301,0.067496489,28,6,TRUE,FALSE
CNAG_07624,0.001503,0.001385601,4.37E-255,NESS,-0.022118701,0.612528935,-0.118307422,0.216291466,32,8,TRUE,FALSE
CNAG_07626,0,0,0,NESS,0.024389214,0.230616504,-0.289532077,0.250034601,24,7,TRUE,FALSE
CNAG_07636,0.419107,0.214514149,0.000276801,UNK,-0.882380936,1.73E-13,-0.53868178,2.16E-09,23,31,TRUE,FALSE
CNAG_07638,3.00E-05,5.95E-05,0,NESS,-0.017442726,0.707003234,0.065422983,0.53255902,22,10,TRUE,FALSE
CNAG_07639,0.003177,0.002420988,5.99E-231,NESS,0.168745399,0.191315257,-0.012430233,0.618199311,5,11,TRUE,FALSE
CNAG_07642,0.000191,0.000204542,0,NESS,-0.045494951,0.786269467,-0.039541305,0.969790961,33,18,TRUE,FALSE
CNAG_07643,0,0,0,NESS,-0.046876566,0.236226872,-0.072199589,0.827964726,82,9,TRUE,FALSE
CNAG_07648,0.000124,0.000217479,0,NESS,0.006773842,0.307602404,0.178955609,0.287938284,129,10,TRUE,FALSE
CNAG_07650,0.02366,0.012289414,2.65E-159,NESS,0.483300436,0.002444777,-0.107835771,0.328902654,5,11,TRUE,FALSE
CNAG_07658,0.000195,0.000253212,0,NESS,0.000467119,0.269272062,0.00173406,0.828068665,480,27,TRUE,FALSE
CNAG_07659,0,0,0,NESS,-0.072655355,0.205527066,-0.108895391,0.656680391,26,8,TRUE,FALSE
CNAG_07662,5.80E-05,9.34E-05,0,NESS,-0.070363824,0.79376721,-0.032922383,0.878177052,22,9,TRUE,FALSE
CNAG_07663,2.00E-06,1.41E-05,0,NESS,-0.101945685,0.158495476,-0.047696994,0.866691102,24,22,TRUE,FALSE
CNAG_07668,0.000655,0.000494694,1.93E-299,NESS,-0.168024758,0.284013128,-0.075533695,0.504861209,16,18,TRUE,FALSE
CNAG_07671,0.001067,0.001324597,4.64E-257,NESS,0.051376991,0.419297858,-0.089511127,0.048898233,18,80,TRUE,FALSE
CNAG_07674,0,0,0,NESS,0.311772155,2.15E-10,0.087419237,0.004308018,54,88,TRUE,FALSE
CNAG_07677,2.50E-05,6.09E-05,0,NESS,-0.073963005,0.44317433,-0.086530593,0.700161329,18,2,TRUE,FALSE
CNAG_07682,0.001804,0.002020047,7.50E-239,NESS,0.009269309,0.261791386,-0.069161425,0.40672666,69,44,TRUE,FALSE
CNAG_07683,8.70E-05,0.000126055,0,NESS,-0.003974816,0.970295131,NA,NA,16,0,TRUE,FALSE
CNAG_07685,0.000115,0.0001424,0,NESS,-0.074789323,0.321627877,-0.165291215,0.026276168,31,22,TRUE,FALSE
CNAG_07687,3.40E-05,6.99E-05,0,NESS,-0.032241863,0.968051684,-0.042523908,0.797537528,97,5,TRUE,FALSE
CNAG_07690,9.30E-05,0.000115693,0,NESS,-0.093389372,0.489511093,-0.158558107,0.624663524,14,2,TRUE,FALSE
CNAG_07691,4.80E-05,6.74E-05,0,NESS,-0.172765587,0.178380553,-0.059901934,0.286440534,11,11,TRUE,FALSE
CNAG_07693,0,0,0,NESS,-0.097936681,0.116301131,0.862875611,NA,45,1,TRUE,FALSE
CNAG_07695,0.000136,0.000180079,0,NESS,-0.073516836,0.575405009,0.206801976,0.154007742,17,7,TRUE,FALSE
CNAG_07697,2.90E-05,6.24E-05,0,NESS,-0.093711899,0.644418901,0.170091177,0.144849395,8,5,TRUE,FALSE
CNAG_07698,0.031227,0.013574418,2.42E-154,NESS,0.067597974,0.31616213,0.071076349,0.645258699,11,19,TRUE,FALSE
CNAG_07699,0.00415,0.002876779,1.90E-223,NESS,0.040670931,0.249968704,-0.086165512,0.276633293,62,13,TRUE,FALSE
CNAG_07701,5.10E-05,6.89E-05,0,NESS,0.358027223,0.022518701,0.114315781,0.049043391,8,31,TRUE,FALSE
CNAG_07702,1.00E-05,4.61E-05,0,NESS,-0.14685019,0.043414454,-0.070419791,0.463760453,28,54,TRUE,FALSE
CNAG_07703,4.50E-05,7.16E-05,0,NESS,0.033449408,0.340981543,-0.065447286,0.538188994,22,59,TRUE,FALSE
CNAG_07707,0.00012,0.000157634,0,NESS,-0.004601553,0.512077722,-0.01413448,0.710253748,354,49,TRUE,FALSE
CNAG_07708,0.003122,0.001796775,8.97E-244,NESS,-0.044894293,0.679954192,0.106204046,0.000445649,184,84,TRUE,FALSE
CNAG_07711,0.001077,0.000931368,3.35E-272,NESS,-0.053165195,0.327908775,0.051753985,0.007118911,164,105,TRUE,FALSE
CNAG_07713,2.70E-05,5.66E-05,0,NESS,-0.035982669,0.671175305,-0.069218435,0.128701515,513,101,TRUE,FALSE
CNAG_07716,0.000871,0.001709055,4.04E-246,NESS,0.056549712,8.56E-20,-0.027719738,0.628283526,893,392,TRUE,FALSE
CNAG_07722,0.000113,0.000128437,0,NESS,-0.009500285,0.43306062,-0.031297378,0.419395611,542,112,TRUE,FALSE
CNAG_07725,5.20E-05,1.00E-04,0,NESS,-0.036178678,0.509391224,0.095991081,0.02294224,153,54,TRUE,FALSE
CNAG_07727,0.000381,0.000456313,6.15E-303,NESS,-0.003592227,0.834429455,-0.106496272,0.391563526,40,31,TRUE,FALSE
CNAG_07728,0.001639,0.00139667,9.87E-255,NESS,-0.208151966,0.00064726,-0.035467491,0.850152515,34,51,TRUE,FALSE
CNAG_07730,0.000109,0.00014291,0,NESS,-0.04983043,0.432904866,0.055867034,0.002716857,163,155,TRUE,FALSE
CNAG_07731,5.20E-05,7.03E-05,0,NESS,-0.015863849,0.494026797,0.049674075,0.214101687,157,24,TRUE,FALSE
CNAG_07732,0.000424,0.000456628,6.64E-303,NESS,-0.02561497,0.816904022,0.142213485,0.01746434,112,21,TRUE,FALSE
CNAG_07733,0.000132,0.000175741,0,NESS,-0.078387945,0.01416355,-0.093222422,0.199104244,278,24,TRUE,FALSE
CNAG_07736,6.00E-06,2.39E-05,0,NESS,-0.066190484,0.121035829,0.025430866,0.799160267,171,33,TRUE,FALSE
CNAG_07738,3.00E-05,5.22E-05,0,NESS,0.042075136,0.294833896,0.059283265,0.191439828,22,26,TRUE,FALSE
CNAG_07742,0.000154,0.000261472,0,NESS,0.089091499,1.50E-05,-0.111239986,0.089589834,177,33,TRUE,FALSE
CNAG_07743,0.000426,0.000448481,1.12E-303,NESS,0.018296386,0.528907752,0.131248622,2.03E-05,51,103,TRUE,FALSE
CNAG_07745,4.00E-06,1.97E-05,0,NESS,-0.052207737,0.377193325,-0.118878729,NA,95,1,TRUE,FALSE
CNAG_07751,4.30E-05,7.56E-05,0,NESS,-0.102620617,0.233113815,-0.031567773,0.700986589,37,19,TRUE,FALSE
CNAG_07752,0,0,0,NESS,-0.058031192,0.530511512,-0.067591534,0.26014565,63,25,TRUE,FALSE
CNAG_07757,0,0,0,NESS,-0.019734993,0.972706672,-0.120586735,0.430687539,74,6,TRUE,FALSE
CNAG_07758,1.10E-05,3.45E-05,0,NESS,-0.043385543,0.771503743,-0.646817559,NA,133,1,TRUE,FALSE
CNAG_07759,0.0012,0.001401226,1.25E-254,NESS,-0.216286086,0.105733943,-0.204200972,0.263979282,10,9,TRUE,FALSE
CNAG_07762,1.10E-05,3.73E-05,0,NESS,0.016483167,0.608397837,-0.120697331,0.007866095,41,76,TRUE,FALSE
CNAG_07763,4.00E-06,1.97E-05,0,NESS,0.027632133,0.704691885,-0.097770653,0.246892719,12,35,TRUE,FALSE
CNAG_07764,0.015553,0.010528369,1.13E-166,NESS,-0.263667112,0.19729147,0.19908232,0.132757611,5,7,TRUE,FALSE
CNAG_07765,0.000169,0.00024441,0,NESS,0.113093258,0.415926614,-0.026672518,0.899046456,15,24,TRUE,FALSE
CNAG_07767,0.001123,0.001317547,2.77E-257,NESS,-0.008288103,0.557863329,-0.189747249,0.087904557,12,13,TRUE,FALSE
CNAG_07770,7.00E-05,8.93E-05,0,NESS,0.237288591,0.000113675,0.133413394,0.095646214,36,17,TRUE,FALSE
CNAG_07771,0,0,0,NESS,-0.068790619,0.288930788,-0.197813913,0.038005634,55,13,TRUE,FALSE
CNAG_07772,0,0,0,NESS,-0.029362761,0.730394281,0.260372395,4.32E-05,79,27,TRUE,FALSE
CNAG_07773,0.000676,0.000804548,1.57E-278,NESS,0.048233268,0.282958244,0.072010292,0.228018158,14,22,TRUE,FALSE
CNAG_07774,0.000286,0.000310757,1.83298354607102e-319,NESS,0.07127554,0.319289777,-0.102154099,0.59647726,30,5,TRUE,FALSE
CNAG_07775,0,0,0,NESS,-0.109940299,0.212249063,0.233590305,0.001435326,24,26,TRUE,FALSE
CNAG_07779,6.70E-05,0.000128751,0,NESS,-0.004819073,0.989488941,NA,NA,13,0,TRUE,FALSE
CNAG_07782,4.00E-06,1.97E-05,0,NESS,0.096965392,0.17091196,-0.21390259,0.003022295,19,34,TRUE,FALSE
CNAG_07784,0.024032,0.008361321,8.04E-176,NESS,0.014642543,0.878260561,-0.222072351,0.350502807,4,5,TRUE,FALSE
CNAG_07794,9.00E-06,2.88E-05,0,NESS,0.029377983,0.420475242,-0.137924368,0.005119715,40,65,TRUE,FALSE
CNAG_07795,0.001387,0.000919887,1.04E-272,NESS,-0.026879874,0.759268746,0.360200251,NA,11,1,TRUE,FALSE
CNAG_07797,0.000247,0.000361102,5.19492729008083e-313,NESS,-0.019234296,0.612471848,0.055425161,0.081727942,35,54,TRUE,FALSE
CNAG_07798,0.000934,0.000716645,1.76E-283,NESS,-0.050800038,0.964300471,-0.049055499,0.921782566,42,46,TRUE,FALSE
CNAG_07799,0,0,0,NESS,0.023350352,0.107775582,-0.212837621,0.022940695,119,13,TRUE,FALSE
CNAG_07802,0,0,0,NESS,-0.007395241,0.632034002,0.17923222,0.033697143,70,15,TRUE,FALSE
CNAG_07803,0.256337,0.071201913,1.16E-56,NESS,0.182636779,0.053132975,-0.101124511,0.052930619,12,75,TRUE,FALSE
CNAG_07806,0.000125,0.000179997,0,NESS,-0.209445867,0.022566045,0.045096533,0.151352977,23,58,TRUE,FALSE
CNAG_07809,0.000124,0.000140791,0,NESS,-0.10263008,0.323719477,-0.066379828,0.712928522,21,18,TRUE,FALSE
CNAG_07811,0.000457,0.000756555,3.41E-281,NESS,-0.144876125,0.612589549,0.072399438,0.1673499,8,16,TRUE,FALSE
CNAG_07812,0.543132,0.080365879,5.28E-07,ESS,-0.457490731,0.030278788,0.040972958,0.257207844,4,29,TRUE,FALSE
CNAG_07815,0,0,0,NESS,-0.034474552,0.927960847,-0.157080757,0.03523927,71,46,TRUE,FALSE
CNAG_07818,0,0,0,NESS,0.014287029,0.147983441,0.09784577,0.059678527,123,44,TRUE,FALSE
CNAG_07819,2.80E-05,6.97E-05,0,NESS,0.087521129,0.229790646,NA,NA,11,0,TRUE,FALSE
CNAG_07823,8.60E-05,0.000117224,0,NESS,0.166137368,0.012514279,-0.001126252,0.95431112,24,35,TRUE,FALSE
CNAG_07826,0.043102,0.020093343,2.12E-136,NESS,-0.033388258,0.949293065,0.089946465,0.41571802,6,6,TRUE,FALSE
CNAG_07827,0.001469,0.001376623,2.28E-255,NESS,-0.183502686,0.010438481,0.090038697,0.625538351,39,9,TRUE,FALSE
CNAG_07829,0.059817,0.021925457,4.67E-131,NESS,0.064796545,0.618423202,0.094004477,0.286564043,4,14,TRUE,FALSE
CNAG_07830,0,0,0,NESS,-0.00810805,0.950991952,-0.013986,0.713674543,55,43,TRUE,FALSE
CNAG_07831,0.032636,0.017113787,2.91E-144,NESS,-0.116939458,0.361725131,-0.062180984,0.40240339,6,10,TRUE,FALSE
CNAG_07838,0.000131,0.000200854,0,NESS,-0.077165859,0.553271186,-0.006898043,0.562978615,18,16,TRUE,FALSE
CNAG_07840,0.330548,0.057199028,5.22E-51,NESS,-0.484221557,0.019240045,NA,NA,3,0,TRUE,FALSE
CNAG_07841,0.001461,0.001001201,4.64E-269,NESS,0.060636045,0.375757469,0.061407063,0.648618317,8,8,TRUE,FALSE
CNAG_07843,0.014636,0.01045061,4.48E-167,NESS,-0.464153944,0.007641743,-0.157512765,0.102312354,5,16,TRUE,FALSE
CNAG_07845,0,0,0,NESS,-0.027561334,0.983080357,-0.276020603,0.000181403,36,29,TRUE,FALSE
CNAG_07847,4.00E-06,1.97E-05,0,NESS,0.008606559,0.952740457,-0.00134925,0.858577005,22,7,TRUE,FALSE
CNAG_07850,0.001138,0.001313164,2.00E-257,NESS,-0.064067687,0.758936329,-0.092359171,0.181262321,12,19,TRUE,FALSE
CNAG_07852,0.045638,0.023237721,6.34E-130,NESS,-0.119709938,0.271169656,-0.08687649,0.382544385,12,22,TRUE,FALSE
CNAG_07853,0.001085,0.00127876,1.43E-258,NESS,-0.042531952,0.930150172,-0.164084642,4.12E-05,22,99,TRUE,FALSE
CNAG_07854,8.30E-05,0.000102548,0,NESS,-0.08907232,0.549102765,-0.169715532,0.154806086,26,12,TRUE,FALSE
CNAG_07856,0,0,0,NESS,-0.058356228,0.749205294,0.181788692,0.005534934,70,32,TRUE,FALSE
CNAG_07858,0.00108,0.001285584,2.41E-258,NESS,-0.181870326,0.077331642,-0.435435762,0.065334555,12,2,TRUE,FALSE
CNAG_07862,0,0,0,NESS,-0.00523801,0.892173895,-0.00657166,0.933864358,61,46,TRUE,FALSE
CNAG_07867,2.90E-05,5.56E-05,0,NESS,0.130544517,0.008389048,-0.0280057,0.938688508,41,38,TRUE,FALSE
CNAG_07869,1.00E-06,1.00E-05,0,NESS,0.019841424,0.551233958,0.120642452,0.218307213,51,12,TRUE,FALSE
CNAG_07870,0.000869,0.000844913,2.08E-276,NESS,0.0476233,0.146481083,-0.280417634,0.021963822,34,8,TRUE,FALSE
CNAG_07872,0.00166,0.00133159,8.80E-257,NESS,0.01487567,0.648049212,-0.107635683,0.194997815,42,14,TRUE,FALSE
CNAG_07873,0.30746,0.160209649,4.70E-21,NESS,0.180813168,0.168605312,0.369025974,2.31E-14,10,64,TRUE,FALSE
CNAG_07874,0.000154,0.00025203,0,NESS,-0.03269085,0.904975724,0.01828283,0.433895469,100,36,TRUE,FALSE
CNAG_07879,5.20E-05,8.35E-05,0,NESS,0.029604299,0.741054219,0.131317777,0.357241123,26,6,TRUE,FALSE
CNAG_07880,0.024224,0.010645985,2.02E-165,NESS,-0.118633322,0.498479278,-0.07293198,0.841872189,10,7,TRUE,FALSE
CNAG_07881,0.001385,0.001066418,2.36E-266,NESS,-0.075181062,0.858121048,-0.087924135,0.710983988,12,5,TRUE,FALSE
CNAG_07883,1.00E-06,1.00E-05,0,NESS,-0.16049282,0.02682872,0.177882581,0.095856946,43,10,TRUE,FALSE
CNAG_07886,0.262465,0.071708006,2.25E-55,NESS,0.140093647,0.062668368,-0.009712151,0.900595267,10,17,TRUE,FALSE
CNAG_07887,7.00E-06,2.93E-05,0,NESS,-0.079435481,0.682388634,0.012344335,0.450582626,22,42,TRUE,FALSE
CNAG_07889,3.10E-05,5.45E-05,0,NESS,-0.046892465,0.753617427,0.067061372,0.354046774,13,21,TRUE,FALSE
CNAG_07895,0.014133,0.005907179,1.22E-191,NESS,0.052869111,0.604461345,0.238952729,0.121909918,4,4,TRUE,FALSE
CNAG_07897,0.000109,0.000134911,0,NESS,-0.068099916,0.422399778,-0.095915204,0.070588059,29,43,TRUE,FALSE
CNAG_07899,0.001148,0.001321958,3.87E-257,NESS,0.066979126,0.319832671,-0.095282019,0.49678973,13,9,TRUE,FALSE
CNAG_07900,0.000288,0.000278626,0,NESS,0.000422238,0.672403212,0.00432509,0.79427126,12,7,TRUE,FALSE
CNAG_07901,0.00018,0.00025146,0,NESS,-0.087827179,0.173181303,0.021972268,0.346220663,63,41,TRUE,FALSE
CNAG_07902,0.000133,0.000236154,0,NESS,-0.062623588,0.115071424,0.036102223,0.425345321,99,14,TRUE,FALSE
CNAG_07903,0.000313,0.000256887,0,NESS,-0.060671351,0.326299555,0.027413182,0.161353556,84,53,TRUE,FALSE
CNAG_07911,4.40E-05,7.43E-05,0,NESS,-0.093546188,0.395548723,0.177610697,0.021678363,32,16,TRUE,FALSE
CNAG_07912,0.000492,0.000370007,6.08159837100756e-312,NESS,-0.133036874,0.267552283,0.030677642,0.425673155,10,26,TRUE,FALSE
CNAG_07913,2.70E-05,5.29E-05,0,NESS,-0.068154521,0.565247179,-0.203389369,0.153957298,50,6,TRUE,FALSE
CNAG_07915,0.000602,0.000767388,1.44E-280,NESS,0.001087196,0.585165053,-0.007780499,0.536627884,37,29,TRUE,FALSE
CNAG_07916,3.90E-05,7.23E-05,0,NESS,0.068357926,0.213424917,-0.190076238,0.512237673,24,5,TRUE,FALSE
CNAG_07917,1.00E-04,0.000153083,0,NESS,-0.157250617,0.035302732,-0.075920085,0.971279149,28,6,TRUE,FALSE
CNAG_07921,0.046943,0.027889049,5.57E-122,NESS,-0.056526618,0.64359331,-0.143243789,0.223192173,20,12,TRUE,FALSE
